with_zx,span,comp_state,prefix,time,data,mrt_file,status
1,1024,comp,41.215.164.0/24,0.681,532979,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,41.215.164.0/24,0.549,370803,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
0,0,none,2a02:540:e::/48,2.248,2985868,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,"Prefix not found"
1,1024,comp,2a02:540:e::/48,0.648,554699,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,"Prefix not found"
1,1024,uncomp,2a02:540:e::/48,0.403,233243,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,"Prefix not found"
0,0,none,2a05:5504:6::/48,2.229,3040892,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,"Prefix not found"
1,1024,comp,2a05:5504:6::/48,0.648,556147,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,"Prefix not found"
1,1024,uncomp,2a05:5504:6::/48,0.404,233243,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,"Prefix not found"
0,0,none,2c0f:f3c8::/32,2.374,3240716,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,"Prefix not found"
1,1024,comp,2c0f:f3c8::/32,0.903,883395,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,"Prefix not found"
1,1024,uncomp,2c0f:f3c8::/32,0.729,544563,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,"Prefix not found"
0,0,none,46.19.77.0/24,2.390,3783716,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,comp,46.19.77.0/24,1.155,1390195,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,46.19.77.0/24,0.554,347635,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
0,0,none,49.248.221.0/24,3.728,4082004,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,comp,49.248.221.0/24,0.774,680675,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,49.248.221.0/24,0.654,446099,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
0,0,none,59.0.173.0/24,2.361,4449796,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,comp,59.0.173.0/24,0.945,964483,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,59.0.173.0/24,0.591,396867,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
0,0,none,62.76.254.0/24,4.162,4726364,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,comp,62.76.254.0/24,1.275,1397435,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,62.76.254.0/24,0.734,480851,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
0,0,none,64.55.34.0/24,4.437,5086916,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,comp,64.55.34.0/24,1.578,1779707,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,64.55.34.0/24,0.529,294059,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
0,0,none,65.48.180.0/24,2.727,5673356,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,comp,65.48.180.0/24,1.530,2096819,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,65.48.180.0/24,0.663,473611,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
0,0,none,66.152.112.0/24,4.008,5948476,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,comp,66.152.112.0/24,1.576,2460406,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,66.152.112.0/24,0.554,276683,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
0,0,none,67.229.86.0/24,4.676,6213460,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,comp,67.229.86.0/24,0.725,501123,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,67.229.86.0/24,0.554,380939,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
0,0,none,69.167.112.0/24,5.107,6640620,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,comp,69.167.112.0/24,0.898,984755,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,69.167.112.0/24,0.529,391075,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
0,0,none,72.246.118.0/24,4.564,7077916,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,comp,72.246.118.0/24,1.184,1369923,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,72.246.118.0/24,0.403,246275,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
0,0,none,77.77.24.0/24,4.779,7386340,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,comp,77.77.24.0/24,1.401,1833283,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,77.77.24.0/24,0.536,347635,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
0,0,none,79.177.190.0/24,2.999,8068348,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,comp,79.177.190.0/24,1.526,2235827,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,79.177.190.0/24,0.547,382387,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
0,0,none,82.144.75.0/24,5.044,8411524,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,comp,82.144.75.0/24,0.561,314331,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,82.144.75.0/24,0.685,546011,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
0,0,none,85.196.15.0/24,7.359,8531708,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,comp,85.196.15.0/24,1.009,918147,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,85.196.15.0/24,0.529,396867,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
0,0,none,89.42.48.0/24,5.225,9491732,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,comp,89.42.48.0/24,1.210,1448115,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,89.42.48.0/24,0.821,577867,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
0,0,none,91.208.36.0/24,5.303,10078172,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,comp,91.208.36.0/24,1.147,980411,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,91.208.36.0/24,0.777,603931,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
0,0,none,92.45.97.0/24,6.300,10761628,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,comp,92.45.97.0/24,1.462,1597259,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,92.45.97.0/24,0.736,534427,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
0,0,none,94.79.111.0/24,5.530,11334526,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,comp,94.79.111.0/24,1.603,2179355,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,94.79.111.0/24,0.562,393972,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
0,0,none,95.187.137.0/24,6.256,11684004,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,comp,95.187.137.0/24,0.016,0,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,95.187.137.0/24,0.407,246276,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
0,0,none,103.4.190.0/24,6.278,12224108,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,comp,103.4.190.0/24,0.776,715428,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,103.4.190.0/24,0.529,373700,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
0,0,none,103.47.92.0/24,5.838,12615068,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,comp,103.47.92.0/24,1.041,1187476,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,103.47.92.0/24,0.685,528636,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
0,0,none,103.89.251.0/24,5.740,13153724,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,comp,103.89.251.0/24,2.427,1513276,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,103.89.251.0/24,0.554,379492,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
0,0,none,103.224.243.0/24,6.205,13589572,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,comp,103.224.243.0/24,1.556,2093924,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,103.224.243.0/24,0.782,615516,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
0,0,none,104.141.0.0/16,4.209,14244068,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,comp,104.141.0.0/16,0.521,308540,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,104.141.0.0/16,0.528,309988,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
0,0,none,107.167.11.0/24,6.091,14497468,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,comp,107.167.11.0/24,0.773,715428,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,107.167.11.0/24,0.596,369356,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
0,0,none,109.239.195.0/24,5.639,14889876,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,comp,109.239.195.0/24,1.021,1038332,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,109.239.195.0/24,0.558,392524,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
0,0,none,112.76.163.0/24,4.637,15172236,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,comp,112.76.163.0/24,1.150,1369924,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,112.76.163.0/24,0.526,337500,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
0,0,none,115.112.251.0/24,6.467,15383644,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,comp,115.112.251.0/24,0.653,492436,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,115.112.251.0/24,0.426,244828,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
0,0,none,117.240.10.0/24,5.890,15694964,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,comp,117.240.10.0/24,1.730,687916,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,117.240.10.0/24,0.454,244828,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
0,0,none,120.28.164.0/24,7.242,15790532,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,comp,120.28.164.0/24,1.149,1052812,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,120.28.164.0/24,0.591,389628,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
0,0,none,122.203.177.0/24,4.335,16285748,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,comp,122.203.177.0/24,1.951,1229468,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,122.203.177.0/24,0.528,321572,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
0,0,none,125.27.12.0/24,6.391,16397244,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,comp,125.27.12.0/24,2.095,1485764,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,125.27.12.0/24,0.453,244828,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
0,0,none,131.72.156.0/24,6.265,16883772,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,comp,131.72.156.0/24,1.713,2064964,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,131.72.156.0/24,0.683,420036,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
0,0,none,136.147.186.0/24,4.363,17400430,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,comp,136.147.186.0/24,1.607,2437100,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,136.147.186.0/24,0.530,383836,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
0,0,none,141.101.143.0/24,6.668,17665692,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,comp,141.101.143.0/24,0.682,561940,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,141.101.143.0/24,0.526,347636,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
0,0,none,146.120.97.0/24,8.429,17784894,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,comp,146.120.97.0/24,1.055,1052812,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,146.120.97.0/24,0.529,337500,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
0,0,none,150.108.85.0/24,8.184,17814836,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,comp,150.108.85.0/24,1.278,1393092,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,150.108.85.0/24,0.531,312884,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
0,0,none,155.48.253.0/24,6.943,18725628,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,comp,155.48.253.0/24,1.416,1718892,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,155.48.253.0/24,0.548,405556,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
0,0,none,159.196.132.0/24,7.892,18916764,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,comp,159.196.132.0/24,1.603,2112748,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,159.196.132.0/24,0.528,307092,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
0,0,none,162.247.158.0/24,7.453,19540852,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,comp,162.247.158.0/24,0.545,309988,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,162.247.158.0/24,0.689,444652,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
0,0,none,166.137.10.0/24,6.888,19946292,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,comp,166.137.10.0/24,1.473,554700,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,166.137.10.0/24,0.531,382388,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
0,0,none,168.228.14.0/24,8.470,20059236,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,comp,168.228.14.0/24,1.010,938420,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,168.228.14.0/24,0.689,553252,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
0,0,none,170.233.248.0/24,8.345,20409652,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,comp,170.233.248.0/24,1.215,1298972,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,170.233.248.0/24,0.687,538772,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
0,0,none,173.254.190.0/24,6.981,21012020,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,comp,173.254.190.0/24,0.648,559044,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,173.254.190.0/24,0.685,140572,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
0,0,none,177.23.223.0/24,7.074,21458004,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,comp,177.23.223.0/24,1.077,1159964,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,177.23.223.0/24,1.033,312884,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
0,0,none,178.150.180.0/24,7.212,22106708,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,comp,178.150.180.0/24,1.392,1646492,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,178.150.180.0/24,0.732,486644,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
0,0,none,180.210.1.0/24,7.707,22462916,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,comp,180.210.1.0/24,1.612,2153292,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,180.210.1.0/24,0.653,427276,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
0,0,none,182.72.251.0/24,6.922,22765548,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,comp,182.72.251.0/24,1.647,2473300,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,182.72.251.0/24,0.404,244828,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
0,0,none,185.19.206.0/24,7.461,23294680,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,comp,185.19.206.0/24,0.771,687916,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,185.19.206.0/24,1.196,456236,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
0,0,none,185.92.13.0/24,9.125,23757428,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,comp,185.92.13.0/24,1.344,1474180,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,185.92.13.0/24,0.594,388180,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
0,0,none,185.172.214.0/24,7.443,25050492,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,comp,185.172.214.0/24,2.995,2169220,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,185.172.214.0/24,0.656,553252,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
0,0,none,186.148.102.0/24,7.429,25429868,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,comp,186.148.102.0/24,0.775,585108,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,186.148.102.0/24,0.935,221660,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
0,0,none,188.0.138.0/24,7.601,26023548,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,comp,188.0.138.0/24,1.032,1033988,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,188.0.138.0/24,0.021,0,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
0,0,none,189.209.196.0/24,5.458,26481116,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,comp,189.209.196.0/24,0.524,340352,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,189.209.196.0/24,0.536,270892,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
0,0,none,190.106.101.0/24,7.760,26633156,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,comp,190.106.101.0/24,1.473,557596,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,190.106.101.0/24,0.450,246276,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
0,0,none,190.238.103.0/24,7.586,26873524,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,comp,190.238.103.0/24,1.404,700948,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,190.238.103.0/24,0.556,389628,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
0,0,none,192.69.34.0/24,7.707,27150092,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,comp,192.69.34.0/24,1.149,1371372,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,192.69.34.0/24,0.554,370804,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
0,0,none,192.160.42.0/24,7.549,27756804,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,comp,192.160.42.0/24,1.343,1674004,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,192.160.42.0/24,0.527,388180,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
0,0,none,193.41.88.0/24,8.487,28214372,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,comp,193.41.88.0/24,1.627,2196732,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,193.41.88.0/24,0.657,567732,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
0,0,none,193.235.80.0/24,7.336,28735652,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,comp,193.235.80.0/24,0.649,540220,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,193.235.80.0/24,0.551,351980,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
0,0,none,194.146.150.0/24,7.967,29262724,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,comp,194.146.150.0/24,1.020,1051364,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,194.146.150.0/24,0.555,366460,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
0,0,none,195.196.50.0/24,8.238,29995412,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,comp,195.196.50.0/24,1.470,1815908,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,195.196.50.0/24,0.818,572076,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
0,0,none,197.218.10.0/24,8.006,30380580,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,comp,197.218.10.0/24,1.627,2312572,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,197.218.10.0/24,0.654,534428,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
0,0,none,198.164.77.0/24,7.541,30835252,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,comp,198.164.77.0/24,0.548,350532,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,198.164.77.0/24,0.779,632892,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
0,0,none,199.79.166.0/24,8.543,31256620,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,comp,199.79.166.0/24,1.009,745836,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,199.79.166.0/24,0.655,544564,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
0,0,none,200.3.105.0/24,9.238,31633100,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,comp,200.3.105.0/24,1.024,1184580,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,200.3.105.0/24,0.652,473612,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
0,0,none,200.88.52.0/24,8.148,31837268,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,comp,200.88.52.0/24,0.586,379492,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,200.88.52.0/24,0.532,365012,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
0,0,none,201.151.242.0/24,9.313,32229676,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,comp,201.151.242.0/24,0.871,735700,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,201.151.242.0/24,0.734,538772,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
0,0,none,202.12.30.0/24,11.617,32115284,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,comp,202.12.30.0/24,1.081,965932,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,202.12.30.0/24,0.530,382388,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
0,0,none,202.87.241.0/24,8.210,32740820,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,comp,202.87.241.0/24,1.148,1330828,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,202.87.241.0/24,0.658,550356,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
0,0,none,202.180.221.0/24,7.503,32988446,http://data.ris.ripe.net/rrc03/2018.01/bview.20180101.0000.gz,
