with_zx,span,comp_state,prefix,time,data,mrt_file,status
1,1024,uncomp,122.203.177.0/24,0.461,244828,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
0,0,none,125.27.12.0/24,4.870,24322148,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,comp,125.27.12.0/24,2.390,1603052,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,125.27.12.0/24,0.536,393972,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
0,0,none,131.72.156.0/24,8.304,23829828,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,comp,131.72.156.0/24,1.530,2277820,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,131.72.156.0/24,0.532,395420,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
0,0,none,136.147.186.0/24,8.818,25028772,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,comp,136.147.186.0/24,0.683,504020,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,136.147.186.0/24,0.659,495332,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
0,0,none,141.101.143.0/24,7.786,26003152,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,comp,141.101.143.0/24,1.193,1188924,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,141.101.143.0/24,0.531,376596,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
0,0,none,146.120.97.0/24,7.419,26646188,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,comp,146.120.97.0/24,1.403,1973740,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,146.120.97.0/24,0.690,467820,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
0,0,none,150.108.85.0/24,8.004,27113892,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,comp,150.108.85.0/24,1.745,2442892,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,150.108.85.0/24,0.547,276684,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
0,0,none,155.48.253.0/24,8.024,27629380,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,comp,155.48.253.0/24,0.680,560492,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,155.48.253.0/24,0.453,244828,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
0,0,none,159.196.132.0/24,7.843,28055846,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,comp,159.196.132.0/24,1.025,1122316,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,159.196.132.0/24,0.571,282476,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
0,0,none,162.247.158.0/24,7.387,28692212,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,comp,162.247.158.0/24,1.406,1920164,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,162.247.158.0/24,0.560,367908,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
0,0,none,166.137.10.0/24,11.763,28919548,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,comp,166.137.10.0/24,1.738,2335740,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,166.137.10.0/24,0.407,244828,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
0,0,none,168.228.14.0/24,7.172,29617484,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,comp,168.228.14.0/24,0.683,488092,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,168.228.14.0/24,0.559,312884,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
0,0,none,170.233.248.0/24,7.768,30264740,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,comp,170.233.248.0/24,1.040,1097700,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,170.233.248.0/24,0.532,391076,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
0,0,none,173.254.190.0/24,8.525,30914892,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,comp,173.254.190.0/24,1.399,1769572,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,173.254.190.0/24,0.406,246276,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
0,0,none,177.23.223.0/24,9.610,31119060,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,comp,177.23.223.0/24,1.649,2499364,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,177.23.223.0/24,0.533,383836,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
0,0,none,178.150.180.0/24,11.946,31789484,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,comp,178.150.180.0/24,1.011,928284,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,178.150.180.0/24,0.432,246276,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
0,0,none,180.210.1.0/24,8.710,31552012,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,comp,180.210.1.0/24,1.285,1478524,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,180.210.1.0/24,0.659,504020,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
0,0,none,182.72.251.0/24,8.050,33288164,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,comp,182.72.251.0/24,1.524,1965052,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,182.72.251.0/24,0.406,244828,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
0,0,none,185.19.206.0/24,8.189,33933972,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,comp,185.19.206.0/24,0.526,391076,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,185.19.206.0/24,0.793,764660,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
0,0,none,185.92.13.0/24,7.809,35214004,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,comp,185.92.13.0/24,0.648,544564,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,185.92.13.0/24,0.679,546012,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
0,0,none,185.172.214.0/24,8.554,36328964,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,comp,185.172.214.0/24,1.399,1724684,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,185.172.214.0/24,0.549,398316,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
0,0,none,186.148.102.0/24,8.160,37220932,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,comp,186.148.102.0/24,0.418,244828,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,186.148.102.0/24,0.427,246276,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
0,0,none,188.0.138.0/24,8.669,37817508,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,comp,188.0.138.0/24,0.954,879052,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,188.0.138.0/24,0.408,244828,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
0,0,none,189.209.196.0/24,8.231,38450284,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,comp,189.209.196.0/24,1.341,1533548,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,189.209.196.0/24,0.406,244828,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
0,0,none,190.106.101.0/24,8.648,38835452,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,comp,190.106.101.0/24,1.423,1923060,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,190.106.101.0/24,0.557,341844,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
0,0,none,190.238.103.0/24,8.582,39129396,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,comp,190.238.103.0/24,1.651,2264788,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,190.238.103.0/24,0.420,244828,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
0,0,none,192.69.34.0/24,6.500,39802716,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,comp,192.69.34.0/24,0.655,504020,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,192.69.34.0/24,0.738,547460,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
0,0,none,192.160.42.0/24,8.850,40323996,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,comp,192.160.42.0/24,1.085,1133900,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,192.160.42.0/24,0.558,373700,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
0,0,none,193.41.88.0/24,8.561,41146460,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,comp,193.41.88.0/24,1.612,2005596,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,193.41.88.0/24,0.597,391076,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
0,0,none,193.235.80.0/24,9.053,41781766,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,comp,193.235.80.0/24,0.654,546012,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,193.235.80.0/24,1.057,262204,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
0,0,none,194.146.150.0/24,10.440,42593012,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,comp,194.146.150.0/24,2.102,1301868,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,194.146.150.0/24,0.530,385284,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
0,0,none,195.196.50.0/24,9.119,43512492,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,comp,195.196.50.0/24,1.727,2398004,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,195.196.50.0/24,0.562,393972,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
0,0,none,197.218.10.0/24,6.751,44459484,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,comp,197.218.10.0/24,1.006,735700,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,197.218.10.0/24,0.531,396868,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
0,0,none,198.164.77.0/24,9.806,44749084,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,comp,198.164.77.0/24,1.182,1330828,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,198.164.77.0/24,0.530,376596,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
0,0,none,199.79.166.0/24,9.515,45435574,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,comp,199.79.166.0/24,1.723,2049036,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,199.79.166.0/24,0.656,506916,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
0,0,none,200.3.105.0/24,10.153,45991468,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,comp,200.3.105.0/24,0.549,308540,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,200.3.105.0/24,0.529,270892,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
0,0,none,200.88.52.0/24,9.056,46369396,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,comp,200.88.52.0/24,0.778,741492,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,200.88.52.0/24,0.559,382388,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
0,0,none,201.151.242.0/24,10.721,46850132,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,comp,201.151.242.0/24,1.082,1255532,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,201.151.242.0/24,0.552,383836,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
0,0,none,202.12.30.0/24,9.859,47309148,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,comp,202.12.30.0/24,1.275,1607396,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,202.12.30.0/24,0.531,386732,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
0,0,none,202.87.241.0/24,9.491,47681284,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,comp,202.87.241.0/24,1.557,2161980,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,202.87.241.0/24,0.547,369356,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
0,0,none,202.180.221.0/24,13.136,47711692,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,comp,202.180.221.0/24,0.425,246276,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,202.180.221.0/24,0.422,246276,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
0,0,none,203.92.54.0/24,9.232,48736876,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,comp,203.92.54.0/24,0.897,740044,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,203.92.54.0/24,0.446,51684,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,"Prefix not found"
0,0,none,203.195.112.0/24,8.906,49149556,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,comp,203.195.112.0/24,1.295,1355444,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,203.195.112.0/24,0.430,51684,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,"Prefix not found"
0,0,none,204.96.137.0/24,9.813,49627396,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,comp,204.96.137.0/24,1.405,1815908,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,204.96.137.0/24,0.424,51684,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,"Prefix not found"
0,0,none,205.176.151.0/24,10.857,50161708,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,comp,205.176.151.0/24,1.682,2431308,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,205.176.151.0/24,0.454,77748,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,"Prefix not found"
0,0,none,206.246.81.0/24,9.855,50736564,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,comp,206.246.81.0/24,1.159,795904,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,"Prefix not found"
1,1024,uncomp,206.246.81.0/24,0.407,51684,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,"Prefix not found"
0,0,none,208.66.148.0/24,9.547,51265084,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,comp,208.66.148.0/24,1.081,795904,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,"Prefix not found"
1,1024,uncomp,208.66.148.0/24,0.405,51684,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,"Prefix not found"
0,0,none,209.67.188.0/24,9.492,51926820,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,comp,209.67.188.0/24,1.152,795904,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,"Prefix not found"
1,1024,uncomp,209.67.188.0/24,0.425,51684,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,"Prefix not found"
0,0,none,210.68.138.0/24,11.142,52410452,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,comp,210.68.138.0/24,1.024,795904,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,"Prefix not found"
1,1024,uncomp,210.68.138.0/24,0.405,51684,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,"Prefix not found"
0,0,none,211.247.57.0/24,10.738,52768108,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,comp,211.247.57.0/24,1.077,795904,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,"Prefix not found"
1,1024,uncomp,211.247.57.0/24,0.405,51684,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,"Prefix not found"
0,0,none,213.147.83.0/24,9.300,53505140,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,comp,213.147.83.0/24,1.078,795904,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,"Prefix not found"
1,1024,uncomp,213.147.83.0/24,0.405,51684,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,"Prefix not found"
0,0,none,216.83.46.0/24,9.607,53985022,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,comp,216.83.46.0/24,1.023,795904,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,"Prefix not found"
1,1024,uncomp,216.83.46.0/24,0.404,51684,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,"Prefix not found"
0,0,none,217.10.184.0/24,7.758,54996580,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,comp,217.10.184.0/24,1.018,795904,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,"Prefix not found"
1,1024,uncomp,217.10.184.0/24,0.427,51684,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,"Prefix not found"
0,0,none,220.132.0.0/16,9.976,55139932,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,
1,1024,comp,220.132.0.0/16,1.021,795904,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,"Prefix not found"
1,1024,uncomp,220.132.0.0/16,0.426,51684,http://data.ris.ripe.net/rrc12/2018.01/bview.20180101.0000.gz,"Prefix not found"
0,0,none,1.0.4.0/24,0.522,230324,http://data.ris.ripe.net/rrc21/2018.01/bview.20180101.0000.gz,
1,1024,comp,1.0.4.0/24,0.537,246252,http://data.ris.ripe.net/rrc21/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,1.0.4.0/24,0.737,228876,http://data.ris.ripe.net/rrc21/2018.01/bview.20180101.0000.gz,
0,0,none,5.156.101.0/24,1.235,842828,http://data.ris.ripe.net/rrc21/2018.01/bview.20180101.0000.gz,
1,1024,comp,5.156.101.0/24,1.318,894956,http://data.ris.ripe.net/rrc21/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,5.156.101.0/24,0.744,243378,http://data.ris.ripe.net/rrc21/2018.01/bview.20180101.0000.gz,
0,0,none,13.111.3.0/24,2.255,1584204,http://data.ris.ripe.net/rrc21/2018.01/bview.20180101.0000.gz,
1,1024,comp,13.111.3.0/24,0.773,422931,http://data.ris.ripe.net/rrc21/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,13.111.3.0/24,0.538,214419,http://data.ris.ripe.net/rrc21/2018.01/bview.20180101.0000.gz,
0,0,none,23.229.84.0/24,2.495,2499340,http://data.ris.ripe.net/rrc21/2018.01/bview.20180101.0000.gz,
1,1024,comp,23.229.84.0/24,1.574,1442323,http://data.ris.ripe.net/rrc21/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,23.229.84.0/24,0.437,231795,http://data.ris.ripe.net/rrc21/2018.01/bview.20180101.0000.gz,
0,0,none,27.121.88.0/24,3.591,3146596,http://data.ris.ripe.net/rrc21/2018.01/bview.20180101.0000.gz,
1,1024,comp,27.121.88.0/24,1.525,2067859,http://data.ris.ripe.net/rrc21/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,27.121.88.0/24,0.566,382387,http://data.ris.ripe.net/rrc21/2018.01/bview.20180101.0000.gz,
0,0,none,2001:67c:5d4::/48,5.966,14254204,http://data.ris.ripe.net/rrc21/2018.01/bview.20180101.0000.gz,
1,1024,comp,2001:67c:5d4::/48,3.453,11068154,http://data.ris.ripe.net/rrc21/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,2001:67c:5d4::/48,3.469,10794955,http://data.ris.ripe.net/rrc21/2018.01/bview.20180101.0000.gz,
0,0,none,2001:4d78:300::/40,4.762,16569556,http://data.ris.ripe.net/rrc21/2018.01/bview.20180101.0000.gz,
1,1024,comp,2001:4d78:300::/40,3.736,13505611,http://data.ris.ripe.net/rrc21/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,2001:4d78:300::/40,3.667,12965507,http://data.ris.ripe.net/rrc21/2018.01/bview.20180101.0000.gz,
0,0,none,2405:d300:20::/48,7.068,17662796,http://data.ris.ripe.net/rrc21/2018.01/bview.20180101.0000.gz,
1,1024,comp,2405:d300:20::/48,3.817,14611883,http://data.ris.ripe.net/rrc21/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,2405:d300:20::/48,0.539,370804,http://data.ris.ripe.net/rrc21/2018.01/bview.20180101.0000.gz,
0,0,none,2600:6:ff09::/48,6.788,18844364,http://data.ris.ripe.net/rrc21/2018.01/bview.20180101.0000.gz,
1,1024,comp,2600:6:ff09::/48,4.036,15735531,http://data.ris.ripe.net/rrc21/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,2600:6:ff09::/48,0.540,396868,http://data.ris.ripe.net/rrc21/2018.01/bview.20180101.0000.gz,
0,0,none,2606:2a00::/32,7.512,23195604,http://data.ris.ripe.net/rrc21/2018.01/bview.20180101.0000.gz,
1,1024,comp,2606:2a00::/32,4.767,20234467,http://data.ris.ripe.net/rrc21/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,2606:2a00::/32,0.422,244828,http://data.ris.ripe.net/rrc21/2018.01/bview.20180101.0000.gz,
0,0,none,38.69.140.0/24,7.480,24458260,http://data.ris.ripe.net/rrc21/2018.01/bview.20180101.0000.gz,
1,1024,comp,38.69.140.0/24,5.239,21196874,http://data.ris.ripe.net/rrc21/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,38.69.140.0/24,0.604,328812,http://data.ris.ripe.net/rrc21/2018.01/bview.20180101.0000.gz,
0,0,none,2804:c24::/32,9.117,31090100,http://data.ris.ripe.net/rrc21/2018.01/bview.20180101.0000.gz,
1,1024,comp,2804:c24::/32,2.923,6876668,http://data.ris.ripe.net/rrc21/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,2804:c24::/32,3.140,6568244,http://data.ris.ripe.net/rrc21/2018.01/bview.20180101.0000.gz,
0,0,none,41.215.164.0/24,7.699,31922700,http://data.ris.ripe.net/rrc21/2018.01/bview.20180101.0000.gz,
1,1024,comp,41.215.164.0/24,2.882,7975700,http://data.ris.ripe.net/rrc21/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,41.215.164.0/24,0.539,391076,http://data.ris.ripe.net/rrc21/2018.01/bview.20180101.0000.gz,
0,0,none,2a02:540:e::/48,9.352,33305540,http://data.ris.ripe.net/rrc21/2018.01/bview.20180101.0000.gz,
1,1024,comp,2a02:540:e::/48,3.155,9365780,http://data.ris.ripe.net/rrc21/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,2a02:540:e::/48,0.918,802308,http://data.ris.ripe.net/rrc21/2018.01/bview.20180101.0000.gz,
0,0,none,2a05:5504:6::/48,8.034,34937436,http://data.ris.ripe.net/rrc21/2018.01/bview.20180101.0000.gz,
1,1024,comp,2a05:5504:6::/48,3.280,10874596,http://data.ris.ripe.net/rrc21/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,2a05:5504:6::/48,0.541,340396,http://data.ris.ripe.net/rrc21/2018.01/bview.20180101.0000.gz,
0,0,none,2c0f:f3c8::/32,8.832,36546164,http://data.ris.ripe.net/rrc21/2018.01/bview.20180101.0000.gz,
1,1024,comp,2c0f:f3c8::/32,3.850,12555724,http://data.ris.ripe.net/rrc21/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,2c0f:f3c8::/32,0.546,363564,http://data.ris.ripe.net/rrc21/2018.01/bview.20180101.0000.gz,
0,0,none,46.19.77.0/24,8.797,37396140,http://data.ris.ripe.net/rrc21/2018.01/bview.20180101.0000.gz,
1,1024,comp,46.19.77.0/24,0.894,779140,http://data.ris.ripe.net/rrc21/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,46.19.77.0/24,0.666,547460,http://data.ris.ripe.net/rrc21/2018.01/bview.20180101.0000.gz,
0,0,none,49.248.221.0/24,8.817,38173716,http://data.ris.ripe.net/rrc21/2018.01/bview.20180101.0000.gz,
1,1024,comp,49.248.221.0/24,0.561,393972,http://data.ris.ripe.net/rrc21/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,49.248.221.0/24,0.415,246276,http://data.ris.ripe.net/rrc21/2018.01/bview.20180101.0000.gz,
0,0,none,59.0.173.0/24,9.512,38626940,http://data.ris.ripe.net/rrc21/2018.01/bview.20180101.0000.gz,
1,1024,comp,59.0.173.0/24,0.953,896467,http://data.ris.ripe.net/rrc21/2018.01/bview.20180101.0000.gz,
1,1024,uncomp,59.0.173.0/24,0.552,282476,http://data.ris.ripe.net/rrc21/2018.01/bview.20180101.0000.gz,
0,0,none,62.76.254.0/24,8.515,39306518,http://data.ris.ripe.net/rrc21/2018.01/bview.20180101.0000.gz,
1,1024,comp,62.76.254.0/24,1.292,1608844,http://data.ris.ripe.net/rrc21/2018.01/bview.20180101.0000.gz,
